"  Yr"," Mn","     CO2","seasonally","        fit","  seasonally","      CO2"," seasonally"
1997,10,360.77,364.18,360.99,364.39,360.77,364.18
1997,11,362.43,364.59,362.48,364.64,362.43,364.59
1997,12,364.28,365.18,363.99,364.9,364.28,365.18
1998,1,365.33,365.31,365.18,365.17,365.33,365.31
1998,2,366.15,365.45,366.15,365.45,366.15,365.45
1998,3,367.31,365.85,367.17,365.7,367.31,365.85
1998,4,368.61,365.99,368.6,365.98,368.61,365.99
1998,5,369.3,366.13,369.41,366.24,369.3,366.13
1998,6,368.87,366.46,368.93,366.51,368.87,366.46
1998,7,367.64,366.82,367.57,366.75,367.64,366.82
1998,8,365.78,367.16,365.61,366.99,365.78,367.16
1998,9,363.9,367.17,363.95,367.21,363.9,367.17
1998,10,364.23,367.65,363.99,367.41,364.23,367.65
1998,11,365.46,367.62,365.42,367.58,365.46,367.62
1998,12,366.97,367.87,366.83,367.73,366.97,367.87
1999,1,368.15,368.14,367.88,367.86,368.15,368.14
1999,2,368.87,368.17,368.68,367.97,368.87,368.17
1999,3,369.59,368.12,369.52,368.06,369.59,368.12
1999,4,371.14,368.51,370.76,368.13,371.14,368.51
1999,5,371,367.82,371.37,368.19,371,367.82
1999,6,370.35,367.92,370.68,368.26,370.35,367.92
1999,7,369.27,368.44,369.14,368.32,369.27,368.44
1999,8,366.93,368.32,367,368.39,366.93,368.32
1999,9,364.64,367.91,365.19,368.46,364.64,367.91
1999,10,365.13,368.55,365.12,368.54,365.13,368.55
1999,11,366.67,368.85,366.46,368.63,366.67,368.85
1999,12,368.01,368.91,367.81,368.72,368.01,368.91
2000,1,369.14,369.12,368.82,368.81,369.14,369.12
2000,2,369.46,368.76,369.61,368.9,369.46,368.76
2000,3,370.51,369.01,370.5,369,370.51,369.01
2000,4,371.66,369,371.77,369.1,371.66,369
2000,5,371.82,368.64,372.4,369.22,371.82,368.64
2000,6,371.7,369.29,371.76,369.35,371.7,369.29
2000,7,370.12,369.32,370.29,369.49,370.12,369.32
2000,8,368.12,369.54,368.22,369.64,368.12,369.54
2000,9,366.62,369.92,366.5,369.79,366.62,369.92
2000,10,366.73,370.16,366.51,369.94,366.73,370.16
2000,11,368.29,370.46,367.91,370.08,368.29,370.46
2000,12,369.53,370.44,369.3,370.21,369.53,370.44
2001,1,370.28,370.27,370.35,370.33,370.28,370.27
2001,2,371.5,370.79,371.16,370.45,371.5,370.79
2001,3,372.12,370.64,372.03,370.56,372.12,370.64
2001,4,372.87,370.22,373.32,370.67,372.87,370.22
2001,5,374.02,370.82,373.98,370.79,374.02,370.82
2001,6,373.3,370.86,373.35,370.91,373.3,370.86
2001,7,371.62,370.79,371.87,371.04,371.62,370.79
2001,8,369.55,370.95,369.79,371.19,369.55,370.95
2001,9,367.96,371.25,368.05,371.34,367.96,371.25
2001,10,368.1,371.54,368.06,371.5,368.1,371.54
2001,11,369.68,371.86,369.48,371.67,369.68,371.86
2001,12,371.24,372.15,370.92,371.83,371.24,372.15
2002,1,372.43,372.42,372.01,372,372.43,372.42
2002,2,373.08,372.38,372.88,372.17,373.08,372.38
2002,3,373.52,372.04,373.81,372.32,373.52,372.04
2002,4,374.86,372.2,375.16,372.51,374.86,372.2
2002,5,375.55,372.35,375.9,372.7,375.55,372.35
2002,6,375.4,372.96,375.35,372.91,375.4,372.96
2002,7,374.02,373.19,373.95,373.12,374.02,373.19
2002,8,371.49,372.89,371.95,373.35,371.49,372.89
2002,9,370.7,374.01,370.28,373.59,370.7,374.01
2002,10,370.25,373.7,370.36,373.82,370.25,373.7
2002,11,372.08,374.27,371.87,374.06,372.08,374.27
2002,12,373.78,374.7,373.36,374.28,373.78,374.7
2003,1,374.68,374.67,374.52,374.51,374.68,374.67
2003,2,375.62,374.91,375.43,374.72,375.62,374.91
2003,3,376.11,374.62,376.4,374.92,376.11,374.62
2003,4,377.65,374.99,377.79,375.12,377.65,374.99
2003,5,378.35,375.14,378.54,375.33,378.35,375.14
2003,6,378.13,375.67,377.99,375.53,378.13,375.67
2003,7,376.61,375.77,376.56,375.72,376.61,375.77
2003,8,374.48,375.89,374.51,375.92,374.48,375.89
2003,9,372.98,376.29,372.79,376.1,372.98,376.29
2003,10,373,376.47,372.8,376.27,373,376.47
2003,11,374.34,376.54,374.23,376.43,374.34,376.54
2003,12,375.69,376.61,375.65,376.57,375.69,376.61
2004,1,376.79,376.77,376.73,376.71,376.79,376.77
2004,2,377.36,376.65,377.56,376.84,377.36,376.65
2004,3,378.4,376.88,378.48,376.96,378.4,376.88
2004,4,380.5,377.81,379.77,377.08,380.5,377.81
2004,5,380.61,377.39,380.4,377.18,380.61,377.39
2004,6,379.55,377.11,379.73,377.3,379.55,377.11
2004,7,377.77,376.96,378.22,377.41,377.77,376.96
2004,8,375.84,377.28,376.11,377.55,375.84,377.28
2004,9,374.05,377.38,374.37,377.7,374.05,377.38
2004,10,374.22,377.69,374.4,377.87,374.22,377.69
2004,11,375.84,378.04,375.86,378.05,375.84,378.04
2004,12,377.44,378.37,377.33,378.25,377.44,378.37
2005,1,378.34,378.32,378.47,378.46,378.34,378.32
2005,2,379.66,378.95,379.39,378.67,379.66,378.95
2005,3,380.38,378.88,380.37,378.87,380.38,378.88
2005,4,382.06,379.38,381.77,379.09,382.06,379.38
2005,5,382.25,379.02,382.54,379.31,382.25,379.02
2005,6,382.08,379.61,381.99,379.52,382.08,379.61
2005,7,380.65,379.81,380.57,379.73,380.65,379.81
2005,8,378.68,380.09,378.53,379.95,378.68,380.09
2005,9,376.43,379.77,376.83,380.16,376.43,379.77
2005,10,376.82,380.31,376.87,380.36,376.82,380.31
2005,11,378.32,380.52,378.35,380.56,378.32,380.52
2005,12,379.96,380.89,379.82,380.74,379.96,380.89
2006,1,381.36,381.35,380.94,380.92,381.36,381.35
2006,2,382.02,381.3,381.81,381.09,382.02,381.3
2006,3,382.56,381.07,382.74,381.24,382.56,381.07
2006,4,384.37,381.68,384.08,381.39,384.37,381.68
2006,5,384.93,381.68,384.77,381.53,384.93,381.68
2006,6,384.03,381.55,384.15,381.67,384.03,381.55
2006,7,382.28,381.44,382.65,381.81,382.28,381.44
2006,8,380.51,381.92,380.54,381.95,380.51,381.92
2006,9,378.82,382.16,378.76,382.1,378.82,382.16
2006,10,379.07,382.56,378.75,382.25,379.07,382.56
2006,11,380.16,382.37,380.18,382.39,380.16,382.37
2006,12,381.62,382.55,381.61,382.54,381.62,382.55
2007,1,382.49,382.47,382.7,382.69,382.49,382.47
2007,2,383.7,382.98,383.56,382.84,383.7,382.98
2007,3,384.34,382.83,384.49,382.99,384.34,382.83
2007,4,386.26,383.56,385.84,383.15,386.26,383.56
2007,5,386.42,383.17,386.56,383.31,386.42,383.17
2007,6,385.87,383.39,385.95,383.47,385.87,383.39
2007,7,384.43,383.59,384.48,383.63,384.43,383.59
2007,8,381.84,383.26,382.38,383.8,381.84,383.26
2007,9,380.87,384.23,380.62,383.97,380.87,384.23
2007,10,380.87,384.37,380.62,384.13,380.87,384.37
2007,11,382.36,384.58,382.07,384.29,382.36,384.58
2007,12,383.61,384.54,383.51,384.44,383.61,384.54
2008,1,385.07,385.06,384.6,384.58,385.07,385.06
2008,2,385.85,385.13,385.45,384.73,385.85,385.13
2008,3,385.84,384.3,386.4,384.86,385.84,384.3
2008,4,386.77,384.04,387.74,385.01,386.77,384.04
2008,5,388.51,385.26,388.43,385.17,388.51,385.26
2008,6,388.05,385.58,387.81,385.34,388.05,385.58
2008,7,386.27,385.45,386.32,385.51,386.27,385.45
2008,8,384.08,385.54,384.22,385.68,384.08,385.54
2008,9,383.09,386.46,382.48,385.85,383.09,386.46
2008,10,382.78,386.3,382.5,386.01,382.78,386.3
2008,11,384.02,386.24,383.94,386.17,384.02,386.24
2008,12,385.12,386.05,385.38,386.31,385.12,386.05
2009,1,386.66,386.64,386.48,386.47,386.66,386.64
2009,2,387.13,386.41,387.35,386.62,387.13,386.41
2009,3,388.52,387.01,388.28,386.76,388.52,387.01
2009,4,389.57,386.86,389.64,386.92,389.57,386.86
2009,5,390.16,386.89,390.36,387.09,390.16,386.89
2009,6,389.62,387.12,389.76,387.27,389.62,387.12
2009,7,388.07,387.22,388.3,387.45,388.07,387.22
2009,8,386.09,387.52,386.22,387.65,386.09,387.52
2009,9,384.66,388.03,384.49,387.86,384.66,388.03
2009,10,384.34,387.87,384.55,388.08,384.34,387.87
2009,11,386.05,388.29,386.07,388.31,386.05,388.29
2009,12,387.49,388.42,387.6,388.53,387.49,388.42
2010,1,388.55,388.54,388.78,388.76,388.55,388.54
2010,2,390.06,389.33,389.72,388.99,390.06,389.33
2010,3,391.02,389.5,390.71,389.19,391.02,389.5
2010,4,392.39,389.67,392.11,389.4,392.39,389.67
2010,5,393.23,389.95,392.86,389.58,393.23,389.95
2010,6,392.24,389.73,392.27,389.77,392.24,389.73
2010,7,390.33,389.48,390.79,389.94,390.33,389.48
2010,8,388.52,389.96,388.68,390.11,388.52,389.96
2010,9,386.84,390.23,386.9,390.28,386.84,390.23
2010,10,387.17,390.71,386.89,390.43,387.17,390.71
2010,11,388.67,390.91,388.34,390.58,388.67,390.91
2010,12,389.81,390.75,389.78,390.72,389.81,390.75
2011,1,391.3,391.28,390.86,390.85,391.3,391.28
2011,2,391.93,391.2,391.7,390.97,391.93,391.2
2011,3,392.45,390.93,392.6,391.08,392.45,390.93
2011,4,393.37,390.65,393.94,391.21,393.37,390.65
2011,5,394.29,391,394.64,391.35,394.29,391
2011,6,393.69,391.18,394.02,391.51,393.69,391.18
2011,7,392.59,391.74,392.53,391.67,392.59,391.74
2011,8,390.21,391.65,390.41,391.85,390.21,391.65
2011,9,389,392.4,388.65,392.04,389,392.4
2011,10,388.93,392.48,388.67,392.22,388.93,392.48
2011,11,390.25,392.5,390.16,392.4,390.25,392.5
2011,12,391.8,392.74,391.64,392.58,391.8,392.74
2012,1,393.07,393.06,392.78,392.77,393.07,393.06
2012,2,393.34,392.62,393.68,392.95,393.34,392.62
2012,3,394.36,392.81,394.69,393.13,394.36,392.81
2012,4,396.44,393.68,396.09,393.33,396.44,393.68
2012,5,396.87,393.57,396.83,393.53,396.87,393.57
2012,6,395.88,393.38,396.25,393.75,395.88,393.38
2012,7,394.52,393.7,394.8,393.97,394.52,393.7
2012,8,392.54,394.02,392.74,394.21,392.54,394.02
2012,9,391.14,394.55,391.04,394.46,391.14,394.55
2012,10,391.02,394.58,391.14,394.7,391.02,394.58
2012,11,392.99,395.24,392.69,394.94,392.99,395.24
2012,12,394.39,395.33,394.23,395.17,394.39,395.33
2013,1,395.66,395.64,395.41,395.4,395.66,395.64
2013,2,396.89,396.16,396.35,395.61,396.89,396.16
2013,3,397.27,395.74,397.33,395.8,397.27,395.74
2013,4,398.36,395.61,398.74,396,398.36,395.61
2013,5,399.9,396.59,399.49,396.18,399.9,396.59
2013,6,398.78,396.25,398.9,396.37,398.78,396.25
2013,7,397.28,396.42,397.41,396.55,397.28,396.42
2013,8,395.32,396.77,395.29,396.74,395.32,396.77
2013,9,393.31,396.72,393.51,396.93,393.31,396.72
2013,10,393.61,397.18,393.54,397.11,393.61,397.18
2013,11,395.1,397.36,395.04,397.3,395.1,397.36
2013,12,396.73,397.68,396.54,397.49,396.73,397.68
2014,1,397.83,397.82,397.7,397.68,397.83,397.82
2014,2,398.02,397.28,398.61,397.88,398.02,397.28
2014,3,399.47,397.93,399.6,398.06,399.47,397.93
2014,4,401.33,398.58,401.02,398.27,401.33,398.58
2014,5,401.88,398.56,401.79,398.47,401.88,398.56
2014,6,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2014,7,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2014,8,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2014,9,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2014,10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2014,11,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2014,12,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
